id,name,nationality,art_movement,birth_date,death_date,age,century,zodiac,birth_country,birth_city,birth_continent,death_country,death_city,field,genre,marriage,art_institution,teaching,awards,artwork_url,style,image_genre,object,color,tone,composition,intro_url
0883,Grace W. Pailthorpe,British,Surrealism,1883/7/29,1971/7/19,87,19th-20th,Leo,United Kingdom,Sussex,Europe,England,Sussex,Painting||Surgery||Psychology,Surrealist,Married,,0,0,https://uploads4.wikiart.org/00280/images/grace-pailthorpe/abstract-1957.jpg!PinterestSmall.jpg,Abstract Art,Still Life,Fish,Yellow,Bright,Asymmetrical,https://www.wikiart.org/en/grace-pailthorpe/abstrac-1957
0884,Oscar Agustín Alejandro Schulz Solari,Argentinean,Futurism||Avant-garde,1887/12/14,1963/4/9,75,19th-20th,Sagittarius,Argentina,San Fernando,South America,Argentina,Tigre,Painting||Sculpture||Writing,,,,0,0,https://uploads7.wikiart.org/images/xul-solar/pegaso-de-sol-1922.jpg!PinterestSmall.jpg,Expressionism,Mythological,"Bird, Human Figure",Earth Tones,Bright,Dynamic,https://www.wikiart.org/en/xul-solar/pegaso-de-sol-1922
0885,Francis Hans Johnston,Canadian,Group of Seven,1888/6/19,1949/7/19,61,19th-20th,Gemini,Canada,Toronto,North America,Canada,Toronto,Painting,Landscape,,,0,0,https://uploads1.wikiart.org/images/frank-johnston/camp-borden-1919.jpg!PinterestSmall.jpg,Post-Impressionism,Landscape,"Airplanes, Clouds, Landscape",Yellow,Bright,Panoramic,https://www.wikiart.org/en/frank-johnston/camp-borden-1919
0886,Winston Leonard Spencer-Churchill,British,,1874/11/30,1965/1/24,90,19th-20th,Sagittarius,United Kingdom,Woodstock,Europe,United Kingdom,Hyde Park Gate,Writing,,,,0,0,https://uploads8.wikiart.org/images/winston-churchill/distant-view-of-the-pyramids-1921-1(1).jpg!PinterestSmall.jpg,Impressionism,Landscape,"Pyramids, River, Distant Horizon","Warm Hues (Yellow, Orange)",Bright,Horizontal,https://www.wikiart.org/en/winston-churchill/distant-view-of-the-pyramids-1921-1
0887,Gabriel Charles Dante Rossetti,British,Pre-Raphaelite Brotherhood||Aestheticism,1828/5/12,1882/4/12,53,19th,Taurus,United Kingdom,London,Europe,United Kingdom,Birchington-on-Sea,Poetry||Illustration||Painting||Translation,Medieval Revivalism||Sonnet,Married,,0,0,https://uploads0.wikiart.org/00142/images/57726d85edc2cb3880b48e32/dante-gabriel-rossetti-the-girlhood-of-mary-virgin.jpg!PinterestSmall.jpg,Romanticism,Genre Painting,"Three People, Textiles, Books",Earth Tones,Neutral,Balanced And Structured,https://www.wikiart.org/en/dante-gabriel-rossetti/the-childhood-of-mary-virgin-1849
0888,Théophile Théo van Rysselberghe,Belgian,Neo-Impressionism,1862/11/23,1926/12/14,64,19th-20th,Sagittarius,Belgian,Ghent,Europe,France,Saint-Clair,Painting,Portrait,,,0,0,https://uploads4.wikiart.org/images/theo-van-rysselberghe/the-mill-at-kelf-1894.jpg!PinterestSmall.jpg,Pointillism,Landscape,"Windmill, Trees, Fence",Green,Bright,Centralized Composition With A Focus On The Windmill,https://www.wikiart.org/en/theo-van-rysselberghe/the-mill-at-kelf-1894
0889,Norman Percevel Rockwell,American,,1894/2/3,1978/11/8,84,19th-20th,Aquarius,United States,New York,North America,United States,Massachusetts,Painting||Illustration||Writing,Portrait||Cultural||Everyday Life,Married,"Art Students League of New York, New York City, NY, US, Parsons School of Design (Chase School, New York School of Art)||New York City||NY, US",0,1,https://uploads1.wikiart.org/images/norman-rockwell/the-golden-rule.jpg!PinterestSmall.jpg,Regionalism,Group Portrait,People Of Various Ethnicities,Earth Tones,Warm,Centralized Grouping,https://www.wikiart.org/en/norman-rockwell/the-golden-rule
0890,Leonetto Cappiello,Italian||French,,1875/4/9,1942/2/2,66,19th-20th,Aries,Italy,Livorno,Europe,France,Cannes,Poster art||Painting||Caricature,,,,0,1,https://uploads2.wikiart.org/00152/images/leonetto-cappiello/affiche-cognac-monnet.jpg!PinterestSmall.jpg,Art Nouveau (Modern),Advertisement,Woman With Cognac,Yellow,Bright,Central Figure,https://www.wikiart.org/en/leonetto-cappiello/cognac-monnet-1927
0891,Henri Julien Félix Rousseau,French,Post-Impressionism||Na?ve Art,1844/5/21,1910/9/2,66,19th-20th,Gemini,France,Laval,Europe,France,Paris,Painting,,,Self-taught,0,0,https://uploads6.wikiart.org/00475/images/henri-rousseau/la-boh-mienne-endormie-1897.jpg!PinterestSmall.jpg,Naïve Art (Primitivism),Fantasy,"Lion, Sleeping Person, Desert",Blue,Dark,Balanced,https://www.wikiart.org/en/henri-rousseau/the-sleeping-gypsy-1897
0892,Maximilien Luce,French,Neo-impressionism||Impressionism||Pointillism,1858/3/13,1941/2/6,82,19th-20th,Pisces,France,,Europe,France,,Painting||Illustration||Engraving||Graphic Art,Landscape,,,0,0,https://uploads6.wikiart.org/00328/images/maximilien-luce/honfleur-le-phare-et-la-jet-e-1.PNG!PinterestSmall.PNG,Neo-Impressionism,Seascape,"Boats, Sea, Lighthouse",Blue-Green,Bright,Horizontal Landscape,https://www.wikiart.org/en/maximilien-luce/honfleur-le-phare-et-la-jetee-1935
0893,Robert Demachy,French,Pictorialism,1859/7/7,1936/12/29,77,19th-20th,Cancer,France,Paris,Europe,France,Normandy,Photography,,Married,,0,0,https://uploads7.wikiart.org/images/robert-demachy/behind-the-scenes-1906.jpg!PinterestSmall.jpg,,Portrait,Woman In A Dress,Sepia,Neutral,Central Composition,https://www.wikiart.org/en/robert-demachy/behind-the-scenes-1906
0894,Victor Meirelles de Lima,Brazilian,,1832/8/18,1903/2/20,70,19th-20th,Leo,Brazil,Nossa Senhora do Desterro,South America,Brazil,Rio de Janeiro,Painting,,,Accademia di San Luca,1,1,https://uploads0.wikiart.org/images/victor-meirelles/a-primeira-missa-no-brasil-1861.jpg!PinterestSmall.jpg,Romanticism,Historical,"Cross, People, Trees",Earth Tones,Neutral,Centralized With A Focus On The Cross And Surrounding People,https://www.wikiart.org/en/victor-meirelles/a-primeira-missa-no-brasil-1861
0895,George Catlin,American,,1796/7/26,1872/12/23,76,,Leo,United States,Pennsylvania,North America,United States,New Jersey,Painting||Author,Portrait,,,0,1,https://uploads7.wikiart.org/images/george-catlin/sha-k-ka-mint-a-mandan-girl-1832.jpg!PinterestSmall.jpg,Realism,Portrait,Person With Traditional Attire,Earth Tones,Neutral,Traditional,https://www.wikiart.org/en/george-catlin/sha-k-ka-mint-a-mandan-girl-1832
0896,Albert Gleizes,French,Cubism,1881/12/8,1953/6/23,71,19th-20th,Sagittarius,France,Paris,Europe,France,Avignon,Painting,Landscape,,Self-taught,0,1,https://uploads6.wikiart.org/images/albert-gleizes/paysage-1914.jpg!PinterestSmall.jpg,Cubism,Still Life,Geometric Shapes,Earth Tones,Neutral,Cubist,https://www.wikiart.org/en/albert-gleizes/paysage-1914
0897,Jan Hendrik Weissenbruch,Dutch,Hague School||Dutch Romanticism,1824/6/19,1903/3/24,78,19th-20th,Gemini,Netherlands,The Hague,Europe,Netherlands,The Hague,Painting||Watercolour,Landscape,,Hague School,0,0,https://uploads5.wikiart.org/images/johan-hendrik-weissenbruch/mill-in-landscape.jpg!PinterestSmall.jpg,Realism,Landscape,"Windmill, Person",Green,Neutral,Balanced,https://www.wikiart.org/en/johan-hendrik-weissenbruch/mill-in-landscape
0898,Felice Casorati,Italian,Neoclassical||Metaphysical,1883/12/4,1963/3/1,79,19th-20th,Sagittarius,Italy,Novara,Europe,Italy,Turin,Painting||Sculpture||Printmaking,Portrait||Figure compositions||Still life,Married,,1,0,https://uploads1.wikiart.org/00469/images/felice-casorati/novecento-casorati-la-donna-e-l-armatura.jpg!PinterestSmall.jpg,Magic Realism,Portrait,Nude Figure,Earth Tones,Dark,Central Figure,https://www.wikiart.org/en/felice-casorati/la-donna-e-l-armatura-1921
0899,Aaron Douglas,American,Harlem Renaissance,1899/5/26,1979/2/3,79,19th-20th,Gemini,United States,Topeka,North America,United States,Nashville,Painting||Illustration||Visual Arts Education,,,,1,0,https://uploads4.wikiart.org/00164/images/aaron-douglas/untitled3.png!PinterestSmall.png,Art Deco,Figurative,"Human Figures, Building",Purple,Dark,Overlapping And Geometric,https://www.wikiart.org/en/aaron-douglas/aspirations-1936
0900,James Edward Hervey MacDonald,British||Canadian,Group of Seven||Canadian national art movement,1873/5/12,1932/11/26,59,19th-20th,Taurus,United Kingdom,Durham,Europe,Canada,Toronto,Painting||Landscape,Landscape,Married,Central Ontario School of Art and Design,0,1,https://uploads2.wikiart.org/images/j-e-h-macdonald/on-the-lake-shore-near-bronte-1909.jpg!PinterestSmall.jpg,Post-Impressionism,Landscape,"Beach, Trees, Clouds, Water",Blue,Bright,"Horizontal, Balanced",https://www.wikiart.org/en/j-e-h-macdonald/on-the-lake-shore-near-bronte-1909
0901,John Martin,British,Romantic,1789/7/19,1854/2/17,64,,Cancer,United Kingdom,Haydon Bridge,Europe,United Kingdom,Isle of Man,Painting||Engraving||Illustration,Religious||Landscape,Married,,0,1,https://uploads5.wikiart.org/images/john-martin/the-garden-of-eden-1821.jpg!PinterestSmall.jpg,Romanticism,Landscape,"Trees, Person",Sepia,Neutral,Balanced,https://www.wikiart.org/en/john-martin/the-garden-of-eden-1821
0902,George Morland,British,,1763/6/23,1804/10/29,41,,Cancer,United Kingdom,London,Europe,United Kingdom,Brighton,Painting,Animals||Rustic scenes,,,0,0,https://uploads6.wikiart.org/images/george-morland/horse-and-dog-in-a-stable-1791.jpg!PinterestSmall.jpg,Rococo,Animal,"Horse, Dog",Earth Tones,Neutral,Central Composition,https://www.wikiart.org/en/george-morland/horse-and-dog-in-a-stable-1791
0903,Alexis Gritchenko,Ukrainian,Cubism,1883/4/2,1977/1/28,93,19th-20th,Aries,Ukraine,Krolevets,Europe,France,Vence,Painting||Art Theory,,,,0,0,https://uploads1.wikiart.org/00323/images/alexis-gritchenko/three-cypress-trees-1956.jpg!PinterestSmall.jpg,Expressionism,Landscape,"Mountains, Fields, Trees","Earth Tones (Browns, Greens)",Neutral,Asymmetrical,https://www.wikiart.org/en/alexis-gritchenko/three-cypress-trees-1956
0904,Alma Woodsey Thomas,American,Expressionism||Washington Color School||Color Field||Abstract Expressionism,1891/9/20,1978/2/24,86,19th-20th,Virgo,United States,Columbus,North America,United Kingdom,"Washington, D.C.",Painting||Art Education,Abstract||Color Field,,,0,1,https://uploads6.wikiart.org/images/alma-woodsey-thomas/autumn-leaves-fluttering-in-the-breeze-1973.jpg!PinterestSmall.jpg,Color Field Painting,,,Orange,Bright,Patterned,https://www.wikiart.org/en/alma-woodsey-thomas/autumn-leaves-fluttering-in-the-breeze-1973
0905,Richard Dadd,British,,1817/8/1,1886/1/7,68,19th,Leo,United Kingdom,Chatham,Europe,United Kingdom,Broadmoor Hospital,Painting,Supernatural||Orientalist||Genre scenes,,Royal Academy of Arts||William Dadson's Academy of Art,0,1,https://uploads2.wikiart.org/images/richard-dadd/contradiction-oberon-and-titania-1858.jpg!PinterestSmall.jpg,Romanticism,Historical,"People, Ceremonial Objects",Earth Tones,Neutral,Centralized,https://www.wikiart.org/en/richard-dadd/contradiction-oberon-and-titania-1858
0906,Lajos Kassák,Hungarian,Avant-garde||Expressionism||Futurism||Dadaism,1887/3/21,1967/7/22,80,19th-20th,Aries,Slovakia,Ersekujvar,Europe,,,Poetry||Novel||Painting||Essay||Editing,Avant-garde,,,0,0,https://uploads0.wikiart.org/images/lajos-kassak/garden-motif-1950.jpg!PinterestSmall.jpg,Abstract Art,Abstract,Geometric Forms,"Red, Black, Blue, Yellow",Neutral,Balanced Geometric Arrangement,https://www.wikiart.org/en/lajos-kassak/garden-motif-1950
0907,Paul Victor Jules Signac,French,Neo-Impressionism,1863/11/11,1935/8/15,71,19th-20th,Scorpio,France,Paris,Europe,France,Paris,Painting,Landscape,,,0,0,https://uploads2.wikiart.org/images/paul-signac/portrait-of-felix-feneon-1890.jpg!PinterestSmall.jpg,Pointillism,Portrait,"Man, Patterns",Yellow,Bright,Dynamic,https://www.wikiart.org/en/paul-signac/portrait-of-felix-feneon-1890
0908,Howard Pyle,American,,1853/3/5,1911/11/9,58,19th-20th,Pisces,United States,Wilmington,North America,Italy,Florence,Illustration||Author,Historical||Adventure,,"Pennsylvania Academy of the Fine Arts, Philadelphia, PA, US",1,3,https://uploads7.wikiart.org/images/howard-pyle/the-mermaid-1910.jpg!PinterestSmall.jpg,Romanticism,Mythological,"Couple, Ocean, Moon",Blue,Dreamlike,Central Focus With A Dynamic Flow,https://www.wikiart.org/en/howard-pyle/the-mermaid-1910
0909,Arshak Abrahami Fetvadjian,Armenian,,1866/10/6,1947/10/10,81,19th-20th,Libra,Ottoman Empire,Trebizond,,,,Painting||Design,Architecture||Portrait,,State Fine Arts School (Imperial Academy of Art)||San Luca Art Academy,0,1,https://uploads4.wikiart.org/temp/8b040ba7-8b0b-4e19-98c9-acd2fffb7ada.jpg!PinterestSmall.jpg,Realism,Portrait,Standing Person,Earth Tones,Neutral,Central Focus,https://www.wikiart.org/en/arshak-fetvadjian/57728ad7edc2cb3880125865
0910,Theodore Clement Steele,American,Impressionism,1847/9/11,1926/7/24,78,19th-20th,Virgo,United States,Owen County,North America,United States,Brown County,Painting,Landscape,Remarried,Waveland Collegiate Institute (Waveland Academy)||Asbury College (now DePauw University),0,0,https://uploads5.wikiart.org/images/t-c-steele/mysterious-1895.jpg!PinterestSmall.jpg,Impressionism,Landscape,"River, Trees",Muted Earth Tones,Soft,Balanced,https://www.wikiart.org/en/t-c-steele/mysterious-1895
0911,Vilhelm Hammersh?i,Danes,,1864/5/15,1916/2/13,51,19th-20th,Taurus,Denmark,Copenhagen,Europe,Denmark,Copenhagen,Painting,Portrait||Interior||Landscape||Architecture,Married,Royal Danish Academy of Fine Arts.,0,1,https://uploads8.wikiart.org/images/vilhelm-hammershoi/frederikke-hammersh-i-the-artist-s-mother-1886.jpg!PinterestSmall.jpg,Impressionism,Portrait,Woman Seated In Profile,Neutral Tones,Dark,Balanced With Focus On Figure,https://www.wikiart.org/en/vilhelm-hammershoi/frederikke-hammersh-i-the-artist-s-mother-1886
0912,Charles Courtney Curran,American,Impressionism||Symbolism||Tonalism||Naturalism,1905/2/3,1905/4/25,0,20th,Aquarius,United States,Hartford,North America,United States,,Painting,Portrait||Landscape,Married,"Art Students League of New York, New York City, NY, US||Academie Julian, Paris, France",0,1,https://uploads8.wikiart.org/00123/images/charles-courtney-curran/the-boulder-1905.jpg!PinterestSmall.jpg,Impressionism,Figurative,Two Women,Soft Pastels,Light,Balanced,https://www.wikiart.org/en/charles-courtney-curran/the-boulder-1905
0913,Giovanni Fattori,Italian,Macchiaioli||Plein-air,1825/9/6,1908/8/30,82,19th-20th,Virgo,Italy,Livorno,Europe,Italy,Florence,Painting||Etching,Historical||Military||Landscape||Rural,,,0,0,https://uploads3.wikiart.org/images/giovanni-fattori/der-turm-von-magnale-1890.jpg!PinterestSmall.jpg,Realism,Landscape,"Tower, Coastline","Earth Tones, Blue",Neutral,"Horizontal, Balanced",https://www.wikiart.org/en/giovanni-fattori/der-turm-von-magnale-1890
0914,Toyohara Chikanobu,Japanese,Ukiyo-e,1905/1/11,1905/3/26,0,20th,,Japan,,Asia,,,Woodblock Print||Painting,Bijinga||Kabuki,,,0,0,https://uploads3.wikiart.org/images/toyohara-chikanobu/shigemori-1898.jpg!PinterestSmall.jpg,Ukiyo-e,Portrait,Two Figures In Traditional Dress,Muted Colors With Emphasis On Reds And Blues,Neutral,Balanced With A Focus On The Central Figures,https://www.wikiart.org/en/toyohara-chikanobu/shigemori-1898
0915,William Bill Traylor,American,Self-taught||Modern,1854/4/1,1949/10/23,95,19th-20th,Aries,United States,Benton,North America,United States,,Art,Folk Art||Primitive Art||Outsider Art,Remarried,,0,0,https://uploads4.wikiart.org/images/bill-traylor/untitled-milking-1939.jpg!PinterestSmall.jpg,Art Brut,Genre Painting,"Cow, People",Brown,Neutral,Linear Arrangement,https://www.wikiart.org/en/bill-traylor/untitled-milking-1939
0916,émile Friant,French,Realism,1863/4/16,1932/6/9,69,19th-20th,Aries,France,,Europe,France,Paris,Painting,Still Life||Landscape,,"Ecole des Beaux-Arts, Paris, France",0,0,https://uploads5.wikiart.org/00322/images/emile-friant/mile-friant-portrait-de-poincar-coutant-un-discours.jpg!PinterestSmall.jpg,Realism,Portrait,Seated Man,Monochrome,Neutral,Minimalist,https://www.wikiart.org/en/emile-friant/portrait-of-poincare-listening-to-a-speech-1929
0917,Shibata Zeshin,Japanese,,1807/3/15,1891/7/13,84,19th,Pisces,Japan,Edo (now Tokyo),Asia,,,Painting||Lacquering,,,,1,0,https://uploads2.wikiart.org/images/shibata-zeshin/straw-basket-for-fish-and-mokuge-flower-1875.jpg!PinterestSmall.jpg,Ukiyo-e,Still Life,"Flower, Woven Basket",Earth Tones,Neutral,Minimalist,https://www.wikiart.org/en/shibata-zeshin/straw-basket-for-fish-and-mokuge-flower-1875
0918,Cyril Edward Power,British,,1872/12/17,1951/5/25,78,19th-20th,Sagittarius,United Kingdom,Chelsea,Europe,United Kingdom,,Painting||Architecture,,Married,,1,1,https://uploads1.wikiart.org/00269/images/cyril-power/the-sunshine-roof.PNG!PinterestSmall.PNG,Futurism,Interior,"Bus Interior, Passengers",Green,Dark,"Dynamic, Diagonal Lines",https://www.wikiart.org/en/cyril-power/the-sunshine-roof-1934
0919,Nicholas Roerich,Russian,World of Art,1874/10/9,1947/12/13,73,19th-20th,Libra,Russian Federation,Saint Petersburg,Europe,India,Punjab,Painting||Writing||Archaeology,Stage Design,,"Imperial Academy of Arts, Saint Petersburg, Russia",1,0,https://uploads8.wikiart.org/images/nicholas-roerich/mount-of-five-treasures-two-worlds-1933.jpg!PinterestSmall.jpg,Symbolism,Landscape,Mountains,Blue,Bright,Horizontal,https://www.wikiart.org/en/nicholas-roerich/mount-of-five-treasures-two-worlds-1933
0920,Sulpice Guillaume Chevalier,French,,1804/1/13,1866/11/24,62,19th,,France,Paris,Europe,,,Illustration||Caricature,,,,0,0,https://uploads0.wikiart.org/images/paul-gavarni/les-parents-terribles-series-i-am-mamzelle-jolibiais-papa-1853.jpg!PinterestSmall.jpg,Romanticism,Portrait,Man With A Hat,Black And White,Neutral,Centralized Figure,https://www.wikiart.org/en/paul-gavarni/les-parents-terribles-series-i-am-mamzelle-jolibiais-papa-1853
0921,Charles Edward Conder,Australian,Heidelberg School,1868/10/24,1909/2/9,40,19th-20th,Scorpio,United Kingdom,London,Europe,,,Painting||Lithography||Design,,,,0,0,https://uploads8.wikiart.org/00287/images/charles-conder/the-gardener-s-daughter-1903.jpg!PinterestSmall.jpg,Impressionism,Genre Painting,"People, Park, Basket",Earth Tones,"Soft, Light",Dynamic With A Focal Point On Figures,https://www.wikiart.org/en/charles-conder/the-gardeners-daughter-1903
0922,William Henry Hunt,British,,1790/3/28,1864/2/10,73,,Aries,United Kingdom,London,Europe,United Kingdom,London,Painting||Watercolour,Genre||Still life||Children,,Royal Academy Schools,0,0,https://uploads8.wikiart.org/00331/images/william-henry-hunt/william-henry-hunt-mixed-flowers-in-a-brown-and-fawn-jug-c1860-meisterdrucke-165465.jpg!PinterestSmall.jpg,Naturalism,Still Life,Flowers In A Vase,Various (Predominantly Earthy Tones With Bright Floral Colors),Neutral,Centralized Composition,https://www.wikiart.org/en/william-henry-hunt/mixed-flowers-in-a-brown-and-fawn-jug-1860
0923,Vardges Sureniants,Armenian,,1860/2/27,1921/4/6,61,19th-20th,Pisces,Russian Empire,Georgia,Europe,Federation,Yalta,Painting||Sculpture||Illustration||Translation||Art Criticism||Theater,Historical||Fairy Tale,,Armenian Lazarian School,0,0,https://uploads0.wikiart.org/images/vardges-sureniants/salome-1907.jpg!PinterestSmall.jpg,Symbolism,Portrait,Woman In Ornate Clothing,Gold,"Soft, Muted","Decorative, Detailed",https://www.wikiart.org/en/vardges-sureniants/salome-1907
0924,Gustav Klimt,Austrian,Symbolism||Vienna Secession,1862/7/14,1918/2/6,55,19th-20th,Cancer,Austria,Baumgarten,Europe,Austria,Vienna,Painting,Allegory||Portrait||Landscape,,"Universitat fur angewandte Kunst Wien (Kunstgewerbeschule), Vienna, Austria",0,0,https://uploads4.wikiart.org/images/gustav-klimt/the-beethoven-frieze-the-hostile-powers-far-wall.jpg!PinterestSmall.jpg,Art Nouveau (Modern),Figurative,Human Figures,Blue,Dark,Asymmetrical,https://www.wikiart.org/en/gustav-klimt/the-beethoven-frieze-the-hostile-powers-far-wall-1902-1
0925,Alfons Maria Mucha,Czech,Art Nouveau,1860/7/24,1939/7/14,78,19th-20th,Leo,Czech Republic,?Ivancice,Europe,Czech Republic,Prague,Painting||Decorative Art,,,"Academie Julian, Paris, France||Akademie der Bildenden Kunste Munchen (Munich Academy), Munich, Germany||Academie Colarossi, Paris, France||Pennsylvania Academy of the Fine Arts, Philadelphia, PA, US",0,0,https://uploads2.wikiart.org/images/alphonse-mucha/poster-for-victorien-sardou-s-gismonda-starring-sarah-bernhardt-at-the-th篓娄atre-de-la-1894.jpg!PinterestSmall.jpg,,Portrait,Woman Holding A Palm Frond,Earth Tones,Bright,"Vertical, Decorative",
0926,Caspar David Friedrich,German,Romanticism,1774/9/5,1840/5/7,65,,Virgo,Germany,Greifswald,Europe,Germany,Dresden,Painting,Landscape,,"University of Greifswald, Greifswald, Germany||Royal Danish Academy of Fine Arts, Copenhagen, Denmark||Dresden Academy of Fine Arts, Dresden, Germany||Akademie der Kunste Berlin, Berlin, Germany",0,0,https://uploads6.wikiart.org/images/caspar-david-friedrich/landscape-with-rainbow.jpg!PinterestSmall.jpg,Romanticism,Landscape,"Rainbow, Tree, Person",Green,Neutral,Horizontal,https://www.wikiart.org/en/caspar-david-friedrich/landscape-with-rainbow
0927,Pierre Bonnard,French,Post-Impressionism||Impressionism,1867/10/3,1947/1/23,79,19th-20th,Libra,France,Fontenay-aux-Roses,Europe,France,Le Cannet,Painting||Printmaking||Illustration,Domestic scenes||Still life||Landscape,,"Academie Julian, Paris, France||Ecole des Beaux-Arts, Paris, France",0,0,https://uploads2.wikiart.org/images/pierre-bonnard/view-from-the-artist-s-studio-le-cannet-1945.jpg!PinterestSmall.jpg,Post-Impressionism,Landscape,"Trees, Field",Green,Bright,Dynamic,https://www.wikiart.org/en/pierre-bonnard/view-from-the-artist-s-studio-le-cannet-1945
0928,Alfred Stieglitz,American,Modern Art,1864/1/1,1946/7/13,82,19th-20th,,United States,Hoboken,North America,United States,New York City,Photography||Art Promotion,,Married,,0,2,https://uploads7.wikiart.org/images/alfred-stieglitz/the-hand-of-man-1902.jpg!PinterestSmall.jpg,Pictorialism,Landscape,"Train, Railway Tracks",Sepia,Dark,Central Focus With Leading Lines,https://www.wikiart.org/en/alfred-stieglitz/the-hand-of-man-1902
0929,Jacques Joseph Tissot,French,Japonisme,1836/10/15,1902/8/8,65,19th-20th,Libra,France,Nantes,Europe,France,Doubs,Painting||Illustration,Genre||Fashion||Biblical,,Ecole des Beaux-Arts,0,1,https://uploads4.wikiart.org/images/james-tissot/holyday-1876.jpg!PinterestSmall.jpg,Realism,Genre Painting,"People, Picnic, Nature","Earth Tones, Yellow, Brown",Warm,"Balanced, Horizontal Layout",https://www.wikiart.org/en/james-tissot/holyday-1876
0930,Oda Krohg,Norwegian,Romantic,1860/6/11,1935/10/19,75,19th-20th,Gemini,Norway,,Europe,Norway,Osls,Painting,Landscape||Portrait,Remarried,,0,0,https://uploads7.wikiart.org/00341/images/oda-krohg/oda-krohg-portrait-of-the-swedish-painter-ivar-arosenius-ng-m-00617-national-museum-of-art.jpg!PinterestSmall.jpg,Neo-Romanticism,Portrait,Seated Man,Dark Green,Dark,Centered,https://www.wikiart.org/en/oda-krohg/portrait-of-the-swedish-painter-ivar-arosenius-1905
0931,Alfred William Parsons,British,,1847/12/2,1920/1/16,72,19th-20th,Sagittarius,United Kingdom,Laverton,Europe,,,Illustration||Landscape Painting||Garden Design,Landscape||Botanical Illustration,,Kensington School of Art||Grosvenor Gallery||Royal Academy,0,1,https://uploads3.wikiart.org/images/alfred-parsons/on-the-bure-at-wroxham-1910.jpg!PinterestSmall.jpg,Realism,Landscape,"Sailboats, Water, Trees",Blues And Greens,Bright,Balanced With A Clear Horizon Line,https://www.wikiart.org/en/alfred-parsons/on-the-bure-at-wroxham-1910
0932,Azim Aslan oglu Azimzade,Azerbaijani,Satirical graphics,1880/5/7,1943/6/14,63,19th-20th,Taurus,Azerbaijin,Baku,Asia,Azerbaijin,Baku,Cartoonist||Poster Artist,Satirical||Caricature,,,0,1,https://uploads7.wikiart.org/00328/images/azim-azimzade/jumping-over-bonfire-1937.jpg!PinterestSmall.jpg,Art Nouveau (Modern),Genre Scene,"People, Fire",Blue,Bright,Central Focus With Surrounding Figures,https://www.wikiart.org/en/azim-azimzade/jumping-over-bonfire-1937
0933,Sir Jacob Epstein,American||British||Jewish,Modern Sculpture,1880/11/10,1959/8/19,78,19th-20th,Scorpio,United States,Lower East Side,North America,United Kingdom,London,Sculpture||Painting||Drawing,,,"Academie Julian, Paris, France||Ecole des Beaux-Arts, Paris, France",0,0,https://uploads7.wikiart.org/00111/images/jacob-epstein/epstein-rockdrill.png!PinterestSmall.png,Cubism,Sculpture,Machine-Like Figure,White And Black,Neutral,Central Placement,https://www.wikiart.org/en/jacob-epstein/rock-drill-1915
0934,Kurt Hermann Eduard Karl Julius Schwitters,German,Dadaism||Constructivism||Surrealism,1887/6/20,1948/1/8,60,19th-20th,Gemini,Germany,Hanover,Europe,United Kingdom,Kendal,Poetry||Sound||Painting||Sculpture||Graphic Design||Typography||Installation Art,Collage||Merz Pictures,,,0,0,https://uploads5.wikiart.org/images/kurt-schwitters/cherry-picture-1921.jpg!PinterestSmall.jpg,Dada,Still Life,"Cherries, Geometric Shapes",Blue,Dark,Collage,https://www.wikiart.org/en/kurt-schwitters/cherry-picture-1921
0935,Henry Spencer Moore,British,Modernism,1898/7/30,1986/8/31,88,19th-20th,Leo,United Kingdom,Castleford,Europe,United Kingdom,Much Hadham,Sculpture||Drawing||Graphic Works,Semi-abstract,,Castleford Grammar School,1,0,https://uploads3.wikiart.org/images/henry-moore/reclining-figure-1951.jpg!PinterestSmall.jpg,Abstract Art,Sculpture,Reclining Figure,White,Neutral,Asymmetrical,https://www.wikiart.org/en/henry-moore/reclining-figure-1951
0936,Hans Hofmann,American||German,Abstract Expressionism,1880/3/21,1966/2/17,85,19th-20th,Aries,Germany,Weibenburg,Europe,United States,,Painting,Abstract,,,0,0,https://uploads0.wikiart.org/images/hans-hofmann/the-conjurer-1959.jpg!PinterestSmall.jpg,Abstract Expressionism,,,"Black, White, Blue, Orange, Green",Bright,"Non-Representational, Dynamic",https://www.wikiart.org/en/hans-hofmann/the-conjurer-1959
0937,Antonietta Rapha?l,Italian||Lithuanian||Jewish,Scuola Romana,1905/3/9,1975/9/5,70,20th,Pisces,Lithuania,,Europe,Italy,Rome,Sculpture||Painting,,Married,Royal Academy of Music,1,0,https://uploads5.wikiart.org/images/antonietta-raphael/mafai-con-i-pennelli-1943.jpg!PinterestSmall.jpg,Expressionism,Sculpture,Human Torso,Brown,Neutral,Three-Dimensional Figure,https://www.wikiart.org/en/antonietta-raphael/mafai-con-i-pennelli-1943
0938,John James Audubon,French||American,,1785/4/26,1851/1/27,65,,Taurus,Haiti,Les Cayes,North America,United States,New York City,Ornithology||Naturalism||Painting,,,"American Academy of Arts and Sciences, Cambridge, MA, US",0,0,https://uploads6.wikiart.org/images/john-james-audubon/townsend-s-rocky-mountain-hare-1842.jpg!PinterestSmall.jpg,Naturalism,Wildlife,Hares,Brown,Neutral,Central Composition With Two Hares In The Foreground,https://www.wikiart.org/en/john-james-audubon/townsend-s-rocky-mountain-hare-1842
